StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S1-FR_4,S1-FR_5,S1-FR_6,S1-FR_7,S1-FR_8,S1FRtime_First Click,S1FRtime_Last Click,S1FRtime_Page Submit,S1FRtime_Click Count,S1A1_7,S1A1_8,S1A1_9,S1A2_7,S1A2_8,S1A2_9,S1A3_7,S1A3_8,S1A3_9,S1A4_7,S1A4_8,S1A4_9,S1A5_7,S1A5_8,S1A5_9,S2-FR_4,S2-FR_5,S2-FR_6,S2-FR_7,S2-FR_8,S2FRtime_First Click,S2FRtime_Last Click,S2FRtime_Page Submit,S2FRtime_Click Count,S2A1_4,S2A1_5,S2A1_6,S2A2_4,S2A2_5,S2A2_6,S2A3_4,S2A3_5,S2A3_6,S2A4_4,S2A4_5,S2A4_6,S2A5_4,S2A5_5,S2A5_6,S3-FR_4,S3-FR_5,S3-FR_6,S3-FR_7,S3-FR_8,S3FRtime_First Click,S3FRtime_Last Click,S3FRtime_Page Submit,S3FRtime_Click Count,S3A1_4,S3A1_5,S3A1_6,S3A2_4,S3A2_5,S3A2_6,S3A3_4,S3A3_5,S3A3_6,S3A4_4,S3A4_5,S3A4_6,S3A5_4,S3A5_5,S3A5_6,S4-FR_4,S4-FR_5,S4-FR_6,S4-FR_7,S4-FR_8,S4FRtime_First Click,S4FRtime_Last Click,S4FRtime_Page Submit,S4FRtime_Click Count,S4A1_4,S4A1_5,S4A1_6,S4A2_4,S4A2_5,S4A2_6,S4A3_4,S4A3_5,S4A3_6,S4A4_4,S4A4_5,S4A4_6,S4A5_4,S4A5_5,S4A5_6,S5-FR_4,S5-FR_5,S5-FR_6,S5-FR_7,S5-FR_8,S5FRtime_First Click,S5FRtime_Last Click,S5FRtime_Page Submit,S5FRtime_Click Count,S5A1_4,S5A1_5,S5A1_6,S5A2_4,S5A2_5,S5A2_6,S5A3_4,S5A3_5,S5A3_6,S5A4_4,S5A4_5,S5A4_6,S5A5_4,S5A5_5,S5A5_6,S6-FR_4,S6-FR_5,S6-FR_6,S6-FR_7,S6-FR_8,S6FRtime_First Click,S6FRtime_Last Click,S6FRtime_Page Submit,S6FRtime_Click Count,S6A1_4,S6A1_5,S6A1_6,S6A2_4,S6A2_5,S6A2_6,S6A3_4,S6A3_5,S6A3_6,S6A4_4,S6A4_5,S6A4_6,S6A5_4,S6A5_5,S6A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,FL_11_DO_Scenario1,FL_11_DO_Scenario2,FL_11_DO_Scenario3,FL_11_DO_Scenario4,FL_11_DO_Scenario5,FL_11_DO_Scenario6
8/21/2020 14:01,8/21/2020 14:11,0,,100,569,1,8/21/2020 14:11,R_2aty7DrhGOU1K0h,,,,,,,anonymous,EN,Ted could go back to get the ticket.,Ted could buy a new ticket.,They could sneak in.,Bribe the guards and/or ticket people.,Buy someone else's tickets and/or buy from a scalper.,0.597,106.462,140.141,8,3,100,8,100,100,100,8,18,6,0,9,3,61,70,54,Mind her own business and don't say anything.,Confront her.,Go to the family and ask what she's doing,Call the cops,Tell someone else.,0.569,0.569,30.214,1,94,86,100,28,23,42,32,64,34,4,3,12,3,66,61,Call the cops.,Signal the car to pull over.,Move on and drive away.,Slow down and stay away from him.,Follow him to yell at him when he gets to where he goes.,0.529,22.613,50.61,3,100,100,100,9,100,26,59,6,87,38,23,94,0,8,6,He could take her to where she needs to go.,He can make up an excuse as to how he can't take her.,He can outright say no.,Say he can take her as far as he's going and drop her off there.,Order her an uber.,0.526,71.247,73.749,13,55,100,96,56,100,100,37,100,100,24,64,31,31,100,91,She could break the window.,Call the cops.,Try to find the owner.,Stay and wait for the owner.,Try to open the car without damaging the car.,0.583,0.583,32.298,1,85,100,92,100,100,100,73,100,100,45,38,67,88,100,100,Have someone ship it to where he is.,He will buy a new one.,Borrow someone else's knife.,Forget about it and move on.,Be extremely angry and take it out on other people.,0.5,19.961,44.09,3,28,100,47,100,100,100,29,49,56,78,100,93,1,8,15,,29,1,5,,6,4,2,6,5,1,3,4
8/21/2020 14:01,8/21/2020 14:11,0,,100,622,1,8/21/2020 14:11,R_2vex9XxXN5faw8Q,,,,,,,anonymous,EN,See if he has an email with his ticket,Ask if the front office can pull his purchase info,Try to buy a ticket outside the event,Everyone skip the concert,She could drive Ted back and miss part of the concert,2.483,59.002,73.278,7,50,90,89,40,90,83,51,26,69,9,52,34,61,61,74,Approach the teenager and ask,Go ask the family,Alert the lifeguard,Call the police,Do nothing,2.883,2.883,31.344,1,29,50,40,59,78,72,40,56,55,9,45,22,51,37,63,Call the police and report the car,Pull over and wait for them to get ahead,Flash his lights to get the other driver's attention,Follow carefully to make sure they're okay,Call 911 for help,5.092,47.247,55.543,5,82,94,97,15,14,61,19,37,32,30,41,34,42,73,68,Give the woman a ride,Say he doesn't have the time,Help her find another ride,Call her a cab,Ignore her,1.688,63.035,75.518,5,19,54,35,50,47,72,50,79,69,51,87,83,30,17,67,Alert mall security,Try to find the owners,Call the police,Stand by the car and wait for the driver,Break the windows to help the dog,5.987,5.987,44.133,1,87,86,76,43,83,63,31,72,62,29,61,57,9,51,37,Go home and put the knife away,Throw the knife away,Alert security of his mistake,Do nothing,Travel by car instead,6.103,38.331,58.059,5,10,80,54,70,83,77,61,70,66,9,7,11,8,80,65,,40,2,5,,6,5,1,6,2,3,5,4
8/21/2020 14:04,8/21/2020 14:12,0,,100,470,1,8/21/2020 14:12,R_4OCYVotmj1YNqG5,,,,,,,anonymous,EN,Go back for the ticket.,Leave Ted and go by herself.,Buy another ticket when they get there.,Go somewhere else with Ted instead.,Sneak Ted into the concert.,1.552,1.552,44.667,1,12,62,11,75,72,72,5,73,47,9,88,33,75,12,79,Confront the person.,Go and get help.,Inform the family of what is happening.,Take pictures of the person.,Record the person.,1.212,1.212,38.446,1,21,69,54,75,80,83,88,92,91,65,68,69,86,86,88,Call the police and report it.,Pull over and stay far away.,Blow the horn to let the person know they are in danger.,Drive passed the person and get away from them.,Stay behind them.,0.921,0.921,52.221,1,77,80,82,52,55,55,80,80,82,69,70,70,10,10,10,Take the woman.,Refuse to take the woman.,Give the woman some money for the bus.,Call the woman an Uber.,Call the woman a Lyft.,8.348,8.348,31.844,1,83,95,87,18,14,43,3,93,22,51,52,54,53,54,56,Break open the window.,Call the police.,Try to find the owner of the car.,Scream for help.,Walk away and do nothing.,1.731,34.294,36.572,2,80,82,81,81,82,84,68,69,69,10,56,11,82,7,84,Mail the knife back to himself.,Throw the knife away.,Try to hide the knife and leave it in the bag.,Try to hide the knife in the airport to pick up on the way back.,Go home with the knife.,1.316,27.775,55.217,2,85,86,86,6,8,9,64,5,6,50,52,50,49,31,43,,26,1,5,,5,8,2,3,4,1,5,6
8/21/2020 13:58,8/21/2020 14:12,0,,100,828,1,8/21/2020 14:12,R_RJlXaU2ou57WdMt,,,,,,,anonymous,EN,Buy another ticket,Sneak in the concert,Just go home,Sit in the parking lot,Steal a ticket,22.805,70.365,70.94,2,50,100,100,52,0,50,51,100,100,52,100,71,0,0,0,Do nothing.,Get the families attention.,Call the police.,Yell for them to stop,Pull out phone and record.,29.399,29.399,59.67,1,100,51,100,100,75,50,100,50,100,100,50,100,100,100,100,Call the police.,Motion for the driver to pull over.,Mind his business.,Document the driver.,Pass the driver. ,13.478,13.478,79.04,1,80,100,100,72,51,84,100,0,100,100,67,100,51,0,87,Give a ride.,Say no to strangers.,Ignore the person,Drive off.,Scream and run. ,10.977,10.977,65.619,1,100,100,0,100,100,100,100,50,100,100,71,66,100,0,0,Call the cops,look for the owner,Bust out the window,Call animal control,Nothing.,1.109,1.109,43.919,1,100,100,100,100,100,100,51,50,18,100,100,100,100,0,50,Leave it behind.,Let security know.,Throw it away,Cancel the flight.,Nothing.,7.882,15.52,50.858,3,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,,40,2,1,,4,8,2,4,1,5,3,6
8/21/2020 13:58,8/21/2020 14:12,0,,100,837,1,8/21/2020 14:12,R_vMRY0lIiadQkH9n,,,,,,,anonymous,EN,sneak into the concert.,stay outside the venue and let the others watch the show.,go home and get the ticket by himself.,go to a nearby place to eat/drink.,try to buy a ticket from a scalper.,22.448,22.448,66.443,1,72,18,60,80,100,88,85,100,96,100,100,94,61,67,80,remember things about the teen.,walk over and talk to the teen.,go to the family and ask if the teen is with them.,take a picture of the teen.,watch what the teen does when he is done.,11.737,11.737,51.884,1,100,100,100,66,100,100,68,100,100,93,80,100,100,100,100,call the police.,slow down and stay behind the car.,get off the road and take a new route.,go around the car.,follow the car to where it is going.,24.402,30.571,69.121,2,100,100,100,100,96,100,92,80,100,53,91,79,63,65,70,ignore her and leave.,tell her no.,take her to the city.,offer to buy her a cab ride.,let her use his phone to call for a ride.,7.026,42.432,51.932,4,71,34,89,90,76,93,19,100,14,45,97,79,80,100,97,call the police.,smash the window and let the dog out.,call mall security.,try to find the owner.,find other people to call the cops and trying to open the window.,5.535,8.73,40.678,4,100,100,100,61,100,90,92,100,100,51,32,69,70,100,95,alert the agent and tell them about the knife.,pretend he doesn't remember.,leave the line and go check his bag.,wait until the screening and then inform the agent about the knife.,go to the bathroom and throw the knife away.,8.585,57.843,58.562,3,100,100,89,9,73,19,86,100,100,25,100,22,21,100,77,,36,1,6,asian/white/pacific islander,5,4,4,1,2,3,6,5
8/21/2020 13:59,8/21/2020 14:12,0,,100,796,1,8/21/2020 14:12,R_1lu9Hd1c4SFg3iN,,,,,,,anonymous,EN,Give Ted her ticket,Buy a ticket from another person or ticket scalper,Attend the concert without Ted,Leave the concert with Ted and miss the concert,Try and buy another ticket from the box office,6.583,87.327,96.987,3,20,100,21,81,80,100,61,40,75,40,100,40,100,100,100,Ask the teenager if he knows the family,Ignore the teenager (pretend to sleep etc),Go ask the family if they know the teenager,Pretend it is her stuff/belongings,call the cops,8.747,62.588,63.049,2,30,70,60,90,20,100,70,80,40,30,30,60,40,20,50,Call the police,Ignore the driver,Pass the driver so he is not at risk ,Attempt to pull over the car himself,Pull off the road and wait,4.236,6.212,53.544,2,100,100,100,40,20,85,83,75,100,20,40,10,90,80,100,Drive her the same direction as far as Cameron was going,Refuse the woman a ride,Give the woman a ride the entire way to the city,Buy her a taxi/uber/rideshare to the city,Lie and say he is not going the same direction as the woman,7.836,62.412,74.528,2,30,100,30,90,20,100,20,100,20,30,100,10,90,9,100,Ignore the dog,Try and find the car owner,Alert mall security,Break one of the car's windows,Start a Facebook/Instagram live story about the situation,12.25,56.211,57.631,4,30,0,30,70,70,100,100,100,100,40,80,80,20,40,40,Pretend he didn't know he had it on him,Explain that he is a chef to the security,Pretend that he was a vendor at the food festival and needed the knife,Ask if he can still check it,Throw his knife away / let security confiscate it,1.548,91.093,92.298,11,89,25,100,100,100,100,40,10,50,100,100,100,80,65,100,,27,1,5,,6,5,1,3,5,2,6,4
8/21/2020 14:00,8/21/2020 14:12,0,,100,745,1,8/21/2020 14:12,R_3spObCRalNmMbkT,,,,,,,anonymous,EN,call the venue and ask if his ticket is on file,call his family to bring it to him,call a friend to bring it to him,go back fast and get it,call uber to go get it,1.463,20.959,62.909,4,99,99,98,97,97,98,100,98,100,100,97,98,95,97,99,watch the kid,go ask the family,see where the kid goes,ask the kid what he is doing,ask him if this is his family,11.954,14.026,59.232,2,99,100,99,96,98,96,97,98,98,99,98,99,95,96,97,call 911,call police,stop driving,go ahead to warn drivers coming,stay far behind,6.918,6.918,40.444,1,99,98,97,100,100,99,100,100,99,99,97,98,96,96,95,say no,say sorry busy,say i have to work,say low on gas,say i have an emergency and can't,15.199,15.199,53.31,1,95,95,96,97,97,,100,99,98,100,98,99,100,100,100,call the mall police,call city police,call 911,call state police,break the window,102.502,102.502,143.268,1,98,100,98,89,99,100,98,98,98,89,100,100,49,100,99,tell them he forgot abou t it,ask them to hold it for him,take it to his car,ask someone to take it home,call uber to take it home,1.595,42.387,42.737,4,100,100,100,97,97,,96,96,96,96,97,97,98,98,99,,60,2,5,,3,7,3,2,5,6,1,4
8/21/2020 13:58,8/21/2020 14:13,0,,100,887,1,8/21/2020 14:13,R_xoro1o0TVPziNzP,,,,,,,anonymous,EN,go in with the rest of her friends,change their plans,buy another ticket,sneak in,go back for the ticket,1.279,36.935,104.899,4,100,20,77,22,79,61,11,100,96,78,12,25,26,85,91,Say something like excuse me.,She could alert the family,She could ask the person if they are with the family,She could ask if the teenager knows the people whose stuff theyre going through,she could comment to stay away.,0.975,56.101,116.073,2,93,75,60,100,100,57,42,40,34,19,30,18,52,62,66,call 911,flag an officer down,keep a safe distance,follow the driver,get off the road.,0.886,7.702,54.655,2,100,100,100,21,68,87,100,100,100,68,56,54,82,100,80,He could take her as far as he goes,He could say no,He could ask her to pay,he could call her a taxi,he could give her bus money,0.94,13.012,68.05,3,88,68,97,50,78,90,32,81,95,16,80,76,86,83,100,call 911,break the window,ask anyone around for help,run into a few stores and ask if anyone left their dog in the car,yell for help,6.676,34.571,66.893,3,100,100,100,63,100,94,50,100,56,75,100,90,85,36,42,throw the knife away,turn it in to TSA,go back to his car and leave the knife in the car.,put it with his other luggage,explain to security and await further instrustions,7.683,87.607,138.131,4,69,100,56,100,100,85,85,92,90,65,61,88,100,100,66,,32,1,2,,5,8,4,2,5,6,3,1
8/21/2020 14:03,8/21/2020 14:13,0,,100,623,1,8/21/2020 14:13,R_2dBeaCeUsTo2jMG,,,,,,,anonymous,EN,Go inside without Ted,Go with Ted to retrieve his ticket.,Try to sneak Ted into the concert,Give Ted her ticket.,Ask Ted if he has a virtual copy of the ticket on his phone somehwhere.,3.032,3.032,73.78,1,15,0,10,80,100,85,3,0,3,5,100,2,100,100,100,notify the family about the person looking through their things,ignore it,ask the teenager what he is doing,find a police officer and report it,take his picture in case he is stealing,2.16,2.16,40.651,1,60,100,90,30,0,66,40,100,63,10,50,3,6,50,6,call 911,follow the car to make sure it gets where it is going safely,pass the car,try to get the driver's attention and get him to pull over,take a picture of the license plate,13.325,13.325,69.51,1,95,100,95,10,100,5,60,70,85,10,100,20,10,100,10,Tell the woman no,Give the woman the ride,ignore the woman,ask the woman for money in return for the ride,call the woman an Uber,6.22,6.22,30.388,1,80,100,86,40,100,20,5,0,5,10,2,5,20,100,15,leave without doing anything.,break a window in the car to get the dog out,call the police,go back into the mall and tell an employee,wait at the car for the owner to come out,5.155,5.155,40.334,1,10,0,20,65,100,70,80,100,90,80,100,90,40,100,30,Throw the knife in a nearby trash can,Go through security with the knife and hope it is not found,Tell the security personnel what happened when it is his turn to go through,Turn around and put the knife in his car,Go back to luggage check in and see if he can still check his knife in his checked luggage.,11.758,11.758,90.361,1,2,50,2,35,0,15,95,100,95,90,100,95,80,100,85,,37,2,5,,4,4,1,6,5,4,2,3
8/21/2020 13:58,8/21/2020 14:14,0,,100,981,1,8/21/2020 14:14,R_xFyRuc9eKNbrF2p,,,,,,,anonymous,EN,She could buy the ticket at the concert for her friend.,She could loan him the money to buy a concert ticket.,"She could give him her ticket, maybe. ","She could wait for him to come back with his ticket, and then they both will go in togother.","She could simply do nothing, and go in alone. ",10.179,10.651,89.817,2,100,100,100,100,100,100,10,100,10,70,100,70,90,10,90,She could do nothing.,She could yell at the teenager to get away from the belongings.,She could call the police. ,She could look for the family that was sitting there. ,She could throw something at teenager to get him away from the family's stuff. ,9.015,9.015,59.635,1,10,0,10,90,100,90,70,100,70,90,100,90,90,90,90,He could call the police asap.,He could stop his car and try to get the driver off the road.,"He could do nothing, and turn around into a different direction.",He could beep at the driver to get him off the road.,"He could nothing, and keep driving. ",10.625,10.625,58.531,1,100,100,100,90,100,90,90,0,90,90,100,90,70,0,70,He could tell the woman no.,He could tell the woman that where is going is too far away.,"He could say yes, and actually take the woman to her desitination.","He could ask the woman for gas money, and then he could take it.","He could simply ignore the request, and just drive off. ",10.522,72.378,103.768,4,100,100,100,90,100,100,70,100,100,90,90,100,100,100,100,"She could break the glass, so that the dog could breathe.","She could open the car door, and let the dog out. ",She could look for the owner to open the door or window.,She could call the police and complain that the dog is locked in a hot car.,She could simply do nothing. ,8.14,8.14,66.261,1,10,90,10,10,90,10,90,100,90,70,100,70,90,0,90,He could get out of the line.,He could explain to the security why he has the knife.,He could throw the knife in the trash.,He could discard the carry on.,"He could do nothing, and take his chances with security.",1.624,1.624,65.429,1,10,90,10,100,100,100,70,100,70,10,90,10,90,100,90,,36,2,1,,6,8,2,4,6,1,3,5
8/21/2020 14:01,8/21/2020 14:15,0,,100,835,1,8/21/2020 14:15,R_1F2gpQl4pdiah1f,,,,,,,anonymous,EN,He can go home for his ticket,He can try to sneak in,He can try to buy a scalped ticket,He can suggest they all go do something instead,He can encourage his friends to go without him,2.909,2.909,50.28,1,13,100,41,81,50,82,41,67,62,14,60,30,41,100,50,She can start up a conversation with the teenager,She can yell at the teenager,She can try to get the attention of the family,She can do nothing,She can take a photograph,9.237,9.237,55.455,1,40,100,61,61,60,84,55,100,41,81,31,95,75,67,62,He can hang back,He can pull over and call the police,He can flash his lights,He can try to pass,He can do nothing,4.148,4.148,51.58,1,71,91,100,20,57,46,40,91,76,28,40,58,77,50,100,He can give her a ride,He can decline,He can offer to call her a taxi,"He can take her a certain distance, then let her figure out the rest",He can ask her for compensation in trade,3.681,3.681,77.403,1,71,100,67,50,100,84,67,100,88,26,100,77,19,61,26,She could break the window,She could check to see if the door is unlocked,She could put a note on the car,She could go in and ask the mall to make an announcement,She could call animal control,8.783,15.551,69.839,2,19,55,15,40,75,55,60,100,75,19,100,35,70,85,85,He can exit the line and put the knife in a locker,He can toss the knife away,He can exit the line and go check his bag instead,He can exit the line and buy supplies to mail the knife back to himself,He can turn around and go home instead,40.246,107.243,132.351,2,20,100,61,0,100,15,75,100,100,30,100,40,5,85,15,,23,3,5,,5,9,3,6,5,4,2,1
8/21/2020 14:01,8/21/2020 14:15,0,,100,843,1,8/21/2020 14:15,R_1JCQ9moyiu2KyBA,,,,,,,anonymous,EN,Talk to the front office to try to get in anyway,Sneak in,Drive back,Tell him he's on his own,Buy from a scalper,27.214,27.214,70.076,1,100,100,100,15,10,12,41,100,59,22,0,2,30,2,35,Confront the teenager,Call the police,Call the family over,Do nothing,Inform the lifeguard,4.648,4.648,41.308,1,17,48,40,16,15,55,21,57,57,15,33,100,42,52,70,Call the police,Ram the other car,Honk the horn loudly,Pass the other driver and insult him out the window,Get as far away as possible,1.233,1.233,35.564,1,81,100,100,3,0,0,100,100,100,5,3,38,100,100,100,Say yes,Say no,Say yes but then take her to another location,Say yes but only if she pays,Say yes but say he'll only take her part of the way there,2.917,2.917,38.948,1,14,100,33,100,100,100,2,0,0,33,24,24,48,89,57,Smash the window open,Call the police,Look around for the owner in the parking lot,Go into the mall and look for the owner,Get the mall attendants to make an announcement over the loudspeaker,4.483,29.245,41.906,3,20,100,33,64,100,100,22,100,100,33,56,56,35,100,100,Toss it in the garbage,Try to sneak it in,Leave it outside and call a friend to get it,Ask security for an exception,Leave it in the bathroom,1.476,1.476,55.888,1,80,100,100,5,0,0,32,100,13,3,6,0,5,27,2,,33,2,5,,5,6,6,2,4,5,1,3
8/21/2020 14:03,8/21/2020 14:15,0,,100,710,1,8/21/2020 14:15,R_W0rOBNSQXyohWBr,,,,,,,anonymous,EN,go without him,go home with him to get the ticket,buy another ticket,see if someone else has a spare ticket,give him her ticket instead and she goes get the ticket at his house,7.725,69.7,70.047,6,10,10,10,70,100,100,80,100,100,90,100,100,50,100,80,confront her,call the family over,do nothing,ask someone else if she appeared to be part of the family,find a life guard,14.469,54.557,68.858,5,80,100,100,100,100,100,50,50,100,60,100,90,80,100,100,pull over,let the driver pass,call the police ,slow down,hit the brakes,7.074,7.074,91.065,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,take her,say no,offer help some other way,offer to drive her part of the way,call her an uber,6.364,31.015,91.616,4,50,100,90,50,100,100,70,100,100,50,100,100,70,100,100,break a window,call the police,look for the owner,try opening the door,ask others for help,6.208,45.266,56.34,5,80,100,100,100,100,100,40,100,80,100,100,100,100,100,100,warn them about the chef's knife,explain the purpose of the knife,do nothing,step out of the line,try to see if he can put it in his luggage,6.626,15.628,78.748,2,100,100,100,100,100,100,10,10,50,80,100,100,100,100,100,,24,1,3,,4,5,5,3,2,4,1,6
8/21/2020 14:07,8/21/2020 14:15,0,,100,507,1,8/21/2020 14:15,R_Zq8NBH0jEP9Zm1j,,,,,,,anonymous,EN,Give Ted her ticket,Go with Ted,Go to the concert,Buy another ticket,Get the ticket herself,10.298,10.298,40.698,1,27,100,14,36,100,39,78,86,90,85,100,92,9,100,21,Confront the teenager,Ask the teenager if she's part of the family,Do nothing,Ask the family,Watch the teenager,18.822,47.806,48.124,2,43,91,71,62,100,82,90,70,82,67,100,85,95,100,95,Honk at the car,Call 911,Flash his lights,Ignore driver,Take a different route,7.781,7.781,26.865,1,89,72,85,34,89,61,83,88,82,94,56,92,66,40,72,Give the woman a ride,Call a cab for the woman,Get an uber for the woman,Ignore the woman,Tell the woman no,17.682,17.682,40.123,1,6,60,16,25,94,17,11,92,19,83,62,95,100,93,98,Ignore the dog,Break a window,Call 911,Go back into the mall,Call for help,5.601,5.601,41.945,1,78,40,70,42,68,64,55,79,83,39,85,69,69,85,78,Throw away the knife,Mail it to himself,Try to get on the plane,Try to go through security,Change his flight,11.663,11.663,45.326,1,73,100,100,67,100,87,27,58,45,11,27,22,56,100,66,,34,1,5,,6,4,1,4,6,5,3,2
8/21/2020 13:58,8/21/2020 14:16,0,,100,1082,1,8/21/2020 14:16,R_9R0Z9TjmK2k8Brj,,,,,,,anonymous,EN,Loan Ted money for a new ticket.,Tell Ted that she'll meet him inside.,Let Ted figure it out for himself.,Offer not to go to the concert.,Try to scalp some tickets.,3.32,95.641,101.247,5,60,90,70,20,30,30,10,40,20,60,90,50,60,20,70,Tell the family what she saw.,Yell at the teenager.,Go to tell a lifeguard.,Ignore it and pretend she didn't see anything.,Pick a new spot on the beach so as not to get involved.,2.953,21.793,95.431,5,60,100,80,30,60,50,90,100,90,40,30,50,20,40,40,Flash is lights to try and get the person to pull over.,Call the police to report the driver.,Go around him so he doesn't crash into Eamon.,Slow way down to avoid a potential accident.,Pull over for a few minutes on the side of the road.,3.917,17.396,131.697,4,40,60,70,70,100,80,60,80,80,40,90,30,20,70,40,Offer to drop her off in his town.,Drive her all the way to the city.,Ask for gas money in exchange for the ride.,He could tell her that he's busy.,He could ignore her.,5.213,19.469,105.826,4,60,70,70,50,100,60,70,85,80,80,40,80,20,10,40,She could inform mall security.,She could call the police.,She could break the window.,She could leave and do nothing.,She could call the fire department.,3.569,23.529,148.927,4,90,100,90,80,90,80,10,40,10,40,30,30,60,90,50,Tell the TSA agent what he did and ask for assistance.,Go back and check the knife at the check-in kiosk.,Try to sneak it through security.,Act like he forgot about it if questioned.,Throw it in the garbage can.,3.618,20.571,116.88,4,65,100,80,90,100,90,10,0,20,50,40,40,40,60,30,,45,1,5,,4,6,4,3,1,5,6,2
8/21/2020 14:03,8/21/2020 14:16,0,,100,770,1,8/21/2020 14:16,R_3ni2zsZcVhnw3Ww,,,,,,,anonymous,EN,Darya might give her ticket to Ted,Darya might offer to buy Ted another ticket as they enter,Darya might tell Ted she'll stay behind if he misses the concert,Darya could tell Ted sorry and continue to the concert without him,Darya could ignore Ted,7.97,75.49,79.008,3,60,95,44,51,88,71,43,88,55,51,41,39,29,9,1,Eunice could talk to the family and point out the teenager,Eunice could ask the family if they know this person just in case,Eunice could walk to the teenager and ask if they're alright,Eunice could ignore the situation,Eunice could yell at the teenager to leave,16.247,16.247,65.286,1,71,96,71,71,100,70,50,79,51,4,1,1,1,3,3,Eamon could call 911 and tell them about this driver,Eamon could go around the driver and ignore him,Eamon could just on his hazard lights to help protect those behind him,Eamon could honk at the driver to pull over,Eamon could pull over and wait for the driver to be far gone,38.402,38.402,87.797,1,96,100,100,6,0,0,41,41,28,10,4,1,0,0,0,Cameron could offer her a ride,Cameron could kindly decline,Cameron could lie and say it's in the opposite direction of where he's headed,Cameron could ignore her,Cameron could offer to pay her cab,43.984,43.984,80.165,1,62,90,68,71,86,88,92,50,76,30,20,20,41,89,55,Erica could call 911 to get him help,Erica could ask someone walking by to help her break the window,Erica could break the window herself,Erica could run into the store and get help,Erica could ignore it and walk away,10.871,10.871,42.477,1,93,100,100,70,100,73,39,89,52,42,94,59,8,0,0,Carl could immediately tell TSA that he accidentally brought his knife for the food festival,Carl could keep the knife hidden and pray it isn't found,Carl could play dumb,Carl could put it in someone elses bag,Carl could leave the airport,9.348,55.988,73.395,3,87,99,95,7,1,0,9,3,1,2,0,0,20,7,2,,24,2,1,,5,4,1,4,6,2,3,5
8/21/2020 13:58,8/21/2020 14:16,0,,100,1109,1,8/21/2020 14:16,R_2YXK60DfTGbEHjG,,,,,,,anonymous,EN,Sneak Ted inside the concert,"Leave Ted outside, enjoy the concert",Give Ted her ticket,Look for anyone selling tickets,Get mad at Ted for leaving his ticket,6.813,79.371,102.344,4,80,49,83,86,83,86,32,87,24,87,86,90,90,77,86,Ignore the situation,Tell the family about the teenager,Get mad at the teenager,Go play with the family,"Talk to the teenager, offer help",4.791,82.303,109.223,4,93,84,91,90,89,88,41,77,30,17,77,22,83,88,74,Call 911 if Eamon feels unsafe,Take a turn to avoid the driver,Drive carefully behind the driver,Drive past the driver,Drive on the side of the driver and try to get them to pull over,1.011,1.011,148.269,1,69,94,92,87,75,86,90,85,91,90,76,89,65,90,83,Say no,Say yes and drive the extra miles,Offer to pay for a Uber/Lyft taxi service,Ignore the woman,Offer to take her close but not all the way to the destination,15.025,15.025,92.037,1,70,90,95,50,80,64,69,92,68,49,62,76,80,92,89,Call security,Walk past the car,Try to get inside the car,Try and find the owner,Break the window,8.941,96.826,148.43,3,93,94,94,82,54,69,38,69,60,60,91,59,65,89,53,Tell security about the knife,Leave the line and ask someone to pick up the knife (put it somewhere discreet),Give up the knife when security asks for it,Throw it in a trash can,Go home and store the knife,1.477,72.951,145.304,3,92,93,91,89,74,88,67,86,48,42,84,40,18,89,58,,30,2,1,,4,7,5,6,3,1,4,2
8/21/2020 13:59,8/21/2020 14:17,0,,100,1043,1,8/21/2020 14:17,R_1imI1iqgjQK4g4s,,,,,,,anonymous,EN,Give Ted her ticket,Offer to buy Ted another ticket,Use her ticket to get in and then see if Ted can use the same ticket,Check to see if a digital ticket is available,Offer to go home with Ted and miss the concert,11.286,12.1,65.883,2,15,100,57,10,100,30,24,16,57,100,100,100,16,91,78,Ask the teenager if he is a part of the family,Ask the teenager what the name is of the young children in the water,Ask the teenager if those are his belongings,Take video of the teenager,Notify the police,44.035,46.364,106.848,2,66,96,96,16,96,8,58,97,79,29,57,82,15,95,56,Take video with their phone,Call the police,Pull up beside the car and ask them to pull over,Pass the car without initiating any contact,Take an alternate route to get home,52.505,52.505,119.455,1,31,21,96,66,100,100,1,88,8,66,24,96,41,24,96,Ignore the woman completely,Offer to provide her with a ride,Talk to her but let her know he's not comfortable giving her a ride,Inquire if there's someone she could call to assist,Call an uber an offer to pay for her ride,20.811,80.657,93.639,4,56,86,90,6,86,13,95,99,97,66,95,95,3,100,4,Break the window,Call the police,Notify someone in the mall to make an announcement,Leave a note for the owner that they're a horrible person,See if she can set off the car's alarm to get the owner's attention,14.082,103.692,126.88,4,9,74,6,14,97,94,16,82,34,4,3,4,3,58,9,See if he can get the knife through security,Go back and check his knife,Explain what happened to security and see how they react,Try to hide the knife so security won't see it,Leave the knife behind and buy a new one later,11.695,33.789,71.854,2,11,23,70,92,100,98,87,93,97,7,2,58,18,98,83,,38,1,5,,5,5,5,3,4,1,2,6
