StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,S13-FR_4,S13-FR_5,S13-FR_6,S13-FR_7,S13-FR_8,S13FRtime_First Click,S13FRtime_Last Click,S13FRtime_Page Submit,S13FRtime_Click Count,S13A1_7,S13A1_8,S13A1_9,S13A2_7,S13A2_8,S13A2_9,S13A3_7,S13A3_8,S13A3_9,S13A4_7,S13A4_8,S13A4_9,S13A5_7,S13A5_8,S13A5_9,S14-FR_4,S14-FR_5,S14-FR_6,S14-FR_7,S14-FR_8,S14FRtime_First Click,S14FRtime_Last Click,S14FRtime_Page Submit,S14FRtime_Click Count,S14A1_4,S14A1_5,S14A1_6,S14A2_4,S14A2_5,S14A2_6,S14A3_4,S14A3_5,S14A3_6,S14A4_4,S14A4_5,S14A4_6,S14A5_4,S14A5_5,S14A5_6,S15-FR_4,S15-FR_5,S15-FR_6,S15-FR_7,S15-FR_8,S15FRtime_First Click,S15FRtime_Last Click,S15FRtime_Page Submit,S15FRtime_Click Count,S15A1_4,S15A1_5,S15A1_6,S15A2_4,S15A2_5,S15A2_6,S15A3_4,S15A3_5,S15A3_6,S15A4_4,S15A4_5,S15A4_6,S15A5_4,S15A5_5,S15A5_6,S16-FR_4,S16-FR_5,S16-FR_6,S16-FR_7,S16-FR_8,S16FRtime_First Click,S16FRtime_Last Click,S16FRtime_Page Submit,S16FRtime_Click Count,S16A1_4,S16A1_5,S16A1_6,S16A2_4,S16A2_5,S16A2_6,S16A3_4,S16A3_5,S16A3_6,S16A4_4,S16A4_5,S16A4_6,S16A5_4,S16A5_5,S16A5_6,S17-FR_4,S17-FR_5,S17-FR_6,S17-FR_7,S17-FR_8,S17FRtime_First Click,S17FRtime_Last Click,S17FRtime_Page Submit,S17FRtime_Click Count,S17A1_4,S17A1_5,S17A1_6,S17A2_4,S17A2_5,S17A2_6,S17A3_4,S17A3_5,S17A3_6,S17A4_4,S17A4_5,S17A4_6,S17A5_4,S17A5_5,S17A5_6,S18-FR_4,S18-FR_5,S18-FR_6,S18-FR_7,S18-FR_8,S18FRtime_First Click,S18FRtime_Last Click,S18FRtime_Page Submit,S18FRtime_Click Count,S18A1_4,S18A1_5,S18A1_6,S18A2_4,S18A2_5,S18A2_6,S18A3_4,S18A3_5,S18A3_6,S18A4_4,S18A4_5,S18A4_6,S18A5_4,S18A5_5,S18A5_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses
9/28/2020 12:01,9/28/2020 12:11,0,,100,580,1,9/28/2020 12:11,R_6WJMq9WBcNC7pv3,,,,,,,anonymous,EN,Tell the bride and groom immediately,Look other places it could be,Call the taxi company,Locate the exact cab,Apologize,11.889,54.987,63.498,2,85,100,100,90,100,100,100,100,100,100,100,100,100,100,100,Look for a different apartment,See if there any other relatives his father can live with,Reorganize his apartment to make room for his father,Try to find a better job,Look for cheaper retirement homes,11.255,64.082,64.337,2,70,100,85,70,80,85,90,100,100,61,95,80,55,75,85,Tell them help will be there soon,Get everyone a food limit to make it last longer,Tell everyone to remain calm,Eat less so others may have more,Hope for the best,13.617,55.732,56.362,3,100,80,100,90,95,100,100,80,100,59,70,65,100,100,100,Try to locate any object that could be used to get his arm out,Try more to get it out,Walk away until she has able to get service,Walk to get help if she doesn't get service,Make sure he is comfortable,10.992,10.992,67.438,1,95,100,100,100,100,100,91,100,100,95,100,100,100,100,100,Wait for his boss to get there,Call the court and explain the situation,Leave the store,Call another worker who may be able to come in,Reschedule the court appointment because of an emergency,7.17,19.17,54.867,2,90,100,100,90,100,100,59,55,45,95,100,100,80,86,100,Check to see if he's okay,Try to wake him,Call for help,Wait for help to get there,Try to make him comfortable,15.12,34.318,44.73,3,100,100,100,100,100,100,90,100,100,95,100,100,100,100,100,,34,2,5,,3,7
9/28/2020 11:57,9/28/2020 12:11,0,,100,885,1,9/28/2020 12:11,R_2QSCa1Try7S10ND,,,,,,,anonymous,EN,Get in touch with the taxi company,Stop the ceremony,Not tell anyone,Leave,Make up an excuse,6.601,6.601,35.204,1,100,100,100,13,39,0,65,0,100,0,0,0,65,0,13,Allow his father to become homeless,Find governmental help,Lean on family,Ask friends for help,Find a roommate to get a bigger apartment,23.694,23.694,58.362,1,38,0,51,100,100,100,100,64,100,60,18,28,9,41,0,Instruct them to begin perserving food.,Tell them to start perserving water.,Mandate people remain in their rooms.,Get in touch with the nearest nation to helicopter in food and water.,Attempt repairs.,1.581,1.581,81.886,1,94,100,100,100,100,100,35,100,75,100,100,100,100,100,100,Find water ,Leave Todd to die,Remove Todd's arm to free him,Go for help,Nothing,15.734,57.728,237.366,2,30,100,100,10,0,55,0,84,20,100,100,100,10,0,25,Leave,Find someone else to get in touch with to alert his boss,Lock the store up until the boss arrives,Call the court and explain the issue,Skip court,6.426,6.426,59.978,1,60,29,30,91,100,100,65,86,53,100,100,100,20,0,62,Keep going,Stop and help,Contact someone for help,Make sure the competitors is stable then leave him,Radio back from the finish line,10.439,10.439,50.364,1,70,0,100,100,100,100,50,75,77,41,50,50,100,10,40,,29,1,1,,5,6
9/28/2020 12:04,9/28/2020 12:11,0,,100,468,1,9/28/2020 12:11,R_8Hr1dUmTp27CLkt,,,,,,,anonymous,EN,call the taxi to find the ring,borrow someone else's ring,give them his ring,hide,run away,0.626,31.4,41.656,3,100,100,100,50,58,63,85,92,86,0,0,0,0,0,0,try to get relatives to take him in,ask the government for help,get a better paying job,move to a larger apartment,quit his job,0.907,0.907,44.094,1,62,91,74,60,100,92,46,100,97,59,100,100,9,2,1,ration the food,lock the food away,give all the food to everyone,throw some people overboard,lock undeserving people in a room,0.702,0.702,41.355,1,100,100,100,6,1,1,6,3,3,0,0,0,0,0,0,go get help,call for help,leave him,break his arm,kill him,0.859,0.859,49.748,1,100,100,100,98,100,100,0,0,0,0,0,0,0,0,0,call his boss,call a colleague,try to reschedule his appointment,close the store,quit his job,0.964,0.964,43.228,1,100,100,100,66,80,66,97,100,93,10,4,9,0,16,1,stop to help the person,keep going,call someone for help,run over the person,tell someone then keep going,0.887,0.887,57.565,1,84,100,100,16,0,8,100,100,100,0,0,0,32,45,71,,40,2,5,,5,5
9/28/2020 11:57,9/28/2020 12:12,0,,100,871,1,9/28/2020 12:12,R_2EsdCSTVCpVQnOJ,,,,,,,anonymous,EN,Stop the wedding,Leave without telling anyone,Call the taxi service,Do nothing,Pretend he's sick,7.279,79.711,86.925,2,100,100,100,80,0,66,100,100,99,0,0,0,24,0,0,Do the best he can,Ship his father to a home,Start a GoFundMe campaign to raise money,Dump his father off on another relative,Do nothing and hope for the best,10.939,72.067,85.674,5,100,100,100,80,40,61,0,100,0,30,70,63,35,100,69,Tell the passengers the straight of it,Ask if anyone knows how to fish,Do nothing,Wait until the food runs out,Abandon ship,13.927,76.45,79.269,2,100,100,100,70,44,0,0,0,0,10,6,0,0,0,0,Run for help,Leave Todd,Walk around until she gets a signal,Retrace their steps and go for help,Stay with Todd and hope for the best,21.573,21.573,120.63,1,99,100,65,20,59,71,90,100,100,100,100,87,80,90,86,Leave without leaving a note,Leave a note,Leave a message on his boss' phone,Call the courthouse and tell them he's going to be late,Wait for his boss to show up,19.399,100.612,111.797,5,100,100,100,100,99,99,100,100,100,70,34,41,0,0,26,Stop,Call for help,See if the person is okay,Keep racing then mention the person at the end of the race,Keep racing and not mention the person at all,14.449,74.393,88.247,2,100,100,100,100,100,100,100,99,100,30,0,0,0,0,0,,41,2,1,,2,8
9/28/2020 11:57,9/28/2020 12:12,0,,100,919,1,9/28/2020 12:12,R_1lbpPZALjfMq2xp,,,,,,,anonymous,EN,Explain to his sister about what happened.,Call the taxi service.,Suggest a substitute ring.,Make a quick exit saying he is sick.,Recheck his pockets just in case.,12.016,65.327,103.302,5,100,100,100,100,100,100,70,100,100,25,50,50,100,100,100,Andy could move to a larger apartment.,Andy could reach out to social services for aid.,Andy could offer to move in with his father.,Andy could hire live-in help to assist his father,Andy could ask other relatives for help.,13.08,78.325,129.001,3,65,100,70,100,100,100,75,100,100,75,100,85,100,100,100,Inform the passengers about the situation.,Begin to ration food and water.,Check for lifeboats.,Tell the crew to remain calm and keep control,Radio for more help.,15.566,15.566,83.898,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Walk a bit further and try calling again.,Work on releasing Todd's arm.,Make a shelter from the sun while she figures out what to do.,Cut off Todd's arm. ,Talk with Todd about what to do.,16.461,16.461,102.758,1,85,100,100,100,100,100,85,100,100,10,100,10,100,100,100,Call another coworker to fill in for him.,Keep calling his boss.,Stay at work and miss the court date.,Call court and explain the situation.,Do nothing.,17.692,17.692,81.814,1,100,100,100,100,100,100,70,100,70,100,100,100,25,50,50,She could just continue with the race.,She could stop and give aid.,She could call for help.,She could ignore what she saw.,She could pray for help and guidance.,11.255,11.255,86.2,1,10,0,10,100,100,100,100,100,100,10,0,10,50,100,100,,62,2,5,,2,7
9/28/2020 12:00,9/28/2020 12:12,0,,100,741,1,9/28/2020 12:12,R_PNDvrE5PZJq1FJL,,,,,,,anonymous,EN,Lie about where the ring is at,Admit he lost it,Pretend he has it until the last minute,Say it was stolen,Call the cab company,6.856,44.171,53.073,8,65,11,23,64,93,34,35,15,52,70,61,88,100,100,84,Live in the living room of his apartment,Move apartments,Move into father's house,Sell father's house for something smaller and more affordable,Take a loan out,19.757,72.971,88.174,8,32,100,53,78,97,61,59,84,90,69,99,100,35,91,92,Abandon some to save the rest,Ration food,Eat one person who died,Nothing and hope for the best,Kill a passenger for food,15.711,49.521,63.077,11,20,72,17,89,100,84,43,68,38,74,48,80,17,57,10,Leave him and save herself,Leave him and find help,Wait for rescue,Help him longer,Cut his arm off,16.425,73.201,77.383,10,33,10,12,64,98,79,54,95,89,88,100,85,32,99,19,Lock up and leave,Call his boss's family,Leave with store open,Wait longer,Work a double shift,5.252,61.487,69.583,10,15,28,86,64,92,94,15,11,22,76,100,74,80,100,100,Leave him and finish the race,Help him and start gofundme for college,Help him and lose the race,Satellite phone call for help,Leave him and head back for help,7.637,50.701,61.327,11,50,17,76,31,82,86,68,100,97,32,78,80,80,100,99,,35,1,5,,4,6
9/28/2020 11:59,9/28/2020 12:12,0,,100,826,1,9/28/2020 12:12,R_1dy6PehHatxSlMs,,,,,,,anonymous,EN,call the taxi cab,give money for a new ring ,tell the couple right away,take his ring off and give it to them,whisper in the grooms ear,6.74,44.797,58.081,5,100,100,99,65,92,77,100,100,100,79,83,89,80,52,50,share the space with dad,find another job,try to make a side hustle,get insurance for his dad ,leave his dad alone,6.219,104.708,111.886,2,88,88,89,100,80,99,100,100,100,73,58,74,1,0,0,find a way to fish. ,make smaller meals,only let kids eat,tell them all,let people volunteer to skip meals,18.568,69.029,69.879,2,100,88,93,94,70,91,63,64,70,91,89,90,100,99,99,give Todd water ,go find help,yell until they are heard,help Tom get his arm free,leave Tom to fend for himself,21.294,60.965,70.593,2,98,100,100,92,96,100,33,33,47,53,75,90,9,0,0,call another employee,close the store ,leave the store unstaffed ,wait for his boss, quit his job,7.252,7.252,34.485,1,81,54,68,85,59,63,11,5,0,50,70,68,30,17,14,Check on her competition and carry on.,Stop and call for help,Drive straight passed her,cover her competition with a blanket ,have someone else stay with the competitor,12.604,12.604,108.101,1,51,29,33,97,100,96,9,15,5,0,10,10,20,51,58,,26,2,5,,5,5
9/28/2020 12:00,9/28/2020 12:13,0,,100,790,1,9/28/2020 12:13,R_2qDC0ZsPpXm8QWO,,,,,,,anonymous,EN,Whisper to a groomsman to fetch it. ,Warn the bride and groom. ,Laugh at his mistake. ,Warn the officiant of the issue. ,Pretend to have it and be a good actor. ,5.749,15.085,73.052,2,49,100,50,51,100,52,50,100,50,50,100,50,49,100,52,Move in with his father to help. ,Get a neighbor to watch him. ,Ask siblings to help. ,Ask his siblings to move in. ,Find a person to caretake in exchange for room and board. ,26.915,66.779,101.132,4,100,49,48,50,100,49,50,100,38,50,100,51,50,46,28,Ration food. ,Ask for suggestions. ,Radio for food and supplies. ,Check for ships in the area to see if there are supplies available. ,Radio the Coast Guard,15.727,84.415,85.311,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Eva should go for help. ,Cover bodies to reduce dehydration. ,Scream for help. ,Light a rescue fire. ,Continue trying to get Todd's arm free. ,13.37,13.37,80.09,1,100,100,100,100,100,100,50,50,47,100,100,100,100,100,100,See if another coworker can come in. ,Try to reschedule the court appointment. ,Continue trying to reach boss. ,Try calling a second worker to cover. ,Try calling a third worker to cover. ,11.054,11.054,67.19,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Stop and help. ,Don't stop and try to win the race. ,"Assuming cell coverage, phone it in. ",Continue and send help back. ,Quit bring the guy in on her sled. ,15.379,15.379,93.128,1,100,100,100,9,9,0,49,100,48,29,39,39,48,100,48,,53,2,5,,6,6
9/28/2020 12:01,9/28/2020 12:14,0,,100,767,1,9/28/2020 12:14,R_1eIFiLnSsxuFlMy,,,,,,,anonymous,EN,Tell someone,Hide,Make another ring,Cry,Make an excuse,1.925,1.925,47.587,1,100,100,100,50,0,100,0,0,0,100,100,100,50,0,100,Move into his parents home with his dad,Move his dad into his one room,Send father to a cheap home,Ignore his father,Find someone that can come care for him for cheap,1.449,1.449,62.249,1,100,100,100,50,50,50,50,50,70,0,0,0,70,100,100,Ration food,Keep the passengers and crew calm.,Go fishing for food,Wait for the boat,Find something to pass the time.,10.149,36.833,86.236,2,100,100,100,100,100,100,90,100,100,50,100,100,50,90,100,Keep trying to call 911.,Try to help Todd remove his arm.,Go for help,Scream for help,Call someone else,103.724,103.724,138.254,1,90,100,100,90,100,100,80,100,90,100,100,100,100,100,100,Close the store down and go to his court appointment,Call another worker to take his shift,Keep calling the boss,Call the boss' family,Miss the court appointment,13.357,13.357,71.15,1,40,70,50,100,100,100,80,100,100,0,0,0,60,0,0,Stop and help,Continue the race,Call for help,Finish and then tell someone,Laugh,1.355,10.606,58.332,3,100,100,100,0,0,0,70,100,100,0,0,0,0,0,0,,35,2,5,,2,6
9/28/2020 11:58,9/28/2020 12:14,0,,100,942,1,9/28/2020 12:14,R_1q2v11qkQRffeNA,,,,,,,anonymous,EN,He should quickly go and check if the taxi has left.,If it left then he should try and call the taxi and have it come back.,If he can't get the taxi to come back he should text call the service that owns the taxi.,If he can't get the taxi back still then he may have to consider telling his sister what has transpired.,He also may consider just lying about the ring.,5.902,5.902,90.209,1,100,100,100,100,100,100,100,100,100,84,93,81,70,1,60,Take a loan out to afford a bigger place.,Take a loan to afford to put his father in a retirement home.,Ask another family member if they can take care of him.,Ask another family member if they could help pay for a retirement home for him.,See if there isn't an affordable option for a retirement home somewhere else.,7.632,27.705,69.366,2,96,96,88,87,90,79,83,74,76,74,72,68,94,95,92,He should instruct the survivors on how best to ration the supplies.,He should take charge and make sure everyone understands what is acceptable with the rations if they want to survive.,He should make sure and carefully ration all the supplies.,He should make sure and carefully use the flare gun to signal the rescue boat if they see it.,He should ensure the safety of all the survivors.,29.195,29.195,121.825,1,100,100,100,100,100,100,100,100,94,100,100,92,100,100,94,Eva has to go and search for help,Eva should also be trying to get service on her phone to call for help,Eva may have to assist Todd in cutting his arm off if there isn't another option and help can't be found,Eva may have to leave Todd and never return,Eva should bring back supplies if she can't find help to assist todd,22.818,70.091,90.366,2,100,90,90,100,95,90,72,63,45,2,2,2,84,83,89,He should first try and call his boss a few more times before trying anything else,If he can't get his boss on the phone then he should next call another fellow employee and see if they can cover for him,If the employee can't be reached or can't come in then he should next phone a friend and see if they can come in while he goes to court,He should next try a family member if the friend can't come or be reached,If he can't get anyone to cover for him then he may have to consider closing the store up and going to court depending on just how important this appointment is.,13.501,156.84,162.917,10,100,100,100,100,92,93,93,84,85,90,80,77,81,65,36,She should call for help,If she can't call then she should quickly ride to find help,If she can't find any then she should take the competitor with her to find aid,She could also simply ignore what she saw and continue on to victory,She could also stay with the competitor till help arrived.,16.135,53.855,86.993,4,100,100,100,98,96,94,90,95,86,2,0,3,83,92,86,,31,1,5,,5,5
9/28/2020 11:58,9/28/2020 12:15,0,,100,980,1,9/28/2020 12:15,R_3R1HdRFHdI1S2MR,,,,,,,anonymous,EN,search,complaint to cops,complaint to organisr,search it everywhere,find it anyhow,0.828,0.828,53.837,1,58,80,75,89,80,89,78,87,94,92,82,90,87,94,88,good ,kind,humble ,kind,hard,0.964,0.964,126.796,1,72,86,82,89,84,92,81,80,92,84,91,88,88,86,96,call emergency,think to survive,try to protect people,give up ,look for an help from coast rangers,1.49,1.49,50.806,1,81,87,83,82,91,87,76,87,79,80,73,88,73,84,77,try call for emergency,call for friend,try to solve,get help,try to protect,0.877,0.877,39.519,1,71,79,71,75,89,82,87,96,90,77,70,82,79,93,90,call again,go and meet,leave up to him, judge will take care ,go and pick him up,0.94,15.087,42.708,2,68,80,73,84,77,86,86,82,89,81,89,86,73,89,84,good ,kind ,humble ,hard, great,0.852,0.852,24.56,1,74,61,79,81,86,81,76,86,84,86,91,87,80,85,83,,30,1,1,,6,5
9/28/2020 11:58,9/28/2020 12:15,0,,100,1022,1,9/28/2020 12:15,R_1K3UfmIYstCcAJj,,,,,,,anonymous,EN,Daniel could call the taxi company and see if they can help him locate the ring.,Daniel could remedy the situation by purchasing a replacement ring himself.,He could pretend he handed it to someone else to momentarily look after.,Pretend to faint or some other dramatic act.,Tell his sister the ring is simply gone.,0.774,118.534,158.464,5,100,100,100,70,100,100,40,0,0,3,0,0,100,100,100,Have his father live with him.,Ask a neighbor to help with the father.,Ask a family member to take the father in.,Get a second job to find a bigger home so that both can live there comfortably.,Ask for government assitance.,0.396,0.396,63.278,1,100,100,100,91,100,100,91,100,100,57,100,100,80,100,100,Each person has a day in which they will not eat in order to stretch food supplies as much as possible.,Share small pieces of food.,Keep busy with games to try to distract from hunger.,Battle for the food.,Throw someone overboard.,0.808,59.438,92.448,8,80,100,100,80,100,100,50,100,100,50,50,100,0,0,0,Gather sticks and rocks in order to try to use them as tools to remove Todd's arm from the crevice.,Have Todd repeatedly try to call 911 with his free hand while she works on removing his arm from the crevice.,Run out to a stream to get some water then return to Todd.,Find something she can use to cut Todd's arm off.,Give up and do nothing.,0.504,119.8,228.164,4,100,100,100,87,100,100,100,100,100,50,100,88,50,0,0,Shut the store down and leave behind a note explaining the situation.,Call the court and explain the situation.,Call a family member and ask if they can come to the store and stick around and explain the situation to the boss.,Leave without saying anything to the boss.,Stay at the store.,0.831,129.697,130.005,11,100,100,100,100,100,100,39,100,100,29,0,0,50,0,0,Stop and help the competitor.,Take the competitor with her on the sled.,Hope someone else notices the competitor.,Continue with the race and alert someone when she finishes the race.,Ignore the competitor and continue with the race.,2.327,26.545,99.09,4,85,100,100,50,100,100,50,50,50,50,30,39,27,0,0,,29,1,5,,4,5
9/28/2020 11:59,9/28/2020 12:16,0,,100,993,1,9/28/2020 12:16,R_2UfqcpZ6sRRGnpD,,,,,,,anonymous,EN,He can distract the people,Give a moving speech,Apologize,Agree to find another,Ask for help,7.909,79.981,87.022,6,51,63,56,70,78,71,82,70,86,78,65,79,81,74,92,Take care of him himself,Ask for help,Talk to relatives,Talk to friends,Ask help from the government,48.147,136.879,144.41,6,82,94,89,81,66,80,59,52,54,90,78,84,78,67,81,Lie to them to keep them calm,say jokes to them,Tell them all is okay,Tell some the hard truth,Encourage the passengers to be hopeful,13.275,48.195,71.994,5,50,14,45,74,60,79,80,65,84,81,63,75,81,66,81,Help the friend,Scream for help,try call 911 again,try help the friend,encourage the friend to try recover,22.238,87.46,121.513,7,69,82,74,48,71,59,61,42,57,72,54,86,61,84,84,Wait for his boss,Skip the court,Ask for help from friend,Look for subtitute,Blame the boss,1.602,44.457,49.606,6,88,82,90,61,81,74,81,57,71,82,69,97,90,49,70,Help the person,Shout for help,Call for help,ignore and win the race,Scream to attract attention,34.149,61.886,92.144,5,66,85,73,63,86,77,72,86,77,50,14,38,71,86,72,,25,1,1,,5,7
9/28/2020 12:02,9/28/2020 12:16,0,,100,825,1,9/28/2020 12:16,R_1JDfC1pLDlVDvFr,,,,,,,anonymous,EN,He can call the taxi company,He can buy a new ring,He can tell them he lost it,He can say someone stole it,He can steal another ring,1.386,1.386,58.123,1,100,100,100,41,77,46,36,70,46,82,19,63,26,1,14,Leave the father alone,Kill the father,Orchestrate a situation where someone else kills him,Steal money to afford the retirement home,Bring him home,1.322,48.78,49.293,2,9,12,9,3,1,3,6,2,10,12,8,11,100,100,100,Resort to cannibalism,Ration food,"Kill the weak and elderly, leaving the food for the most fit",Sink the ship to kill everyone,Kill himself in a cowardly act,73.109,73.558,127.47,2,15,12,25,75,77,75,39,18,53,4,3,8,35,15,34,Climb down and get help,Cut off Todd's arm to free him,Kill Todd,Leave Todd and forget he exists,Stay by Todd and die together or get rescued randomly,4.184,4.184,51.251,1,100,80,100,41,15,34,4,1,4,2,0,2,16,12,15,Lock up the store and leave a note,Leave the store unattended,Skip the court meeting,Call a friend to watch the store,Call another co-worker to watch the store,6.349,6.349,41.572,1,100,100,100,26,5,27,46,9,44,17,11,19,25,39,26,She can stop and assist the competitor,She can ignore the person and proceed,She can yell out for help as she runs by,She can tell the next authority figure she sees as she runs by,She can stop at the next authority figure and actively bring them over,136.17,136.17,181.648,1,19,100,34,55,26,41,76,69,89,53,65,91,25,100,88,,32,1,5,,5,8
9/28/2020 11:57,9/28/2020 12:16,0,,100,1118,1,9/28/2020 12:16,R_XsQaWjNz4jtfdYZ,,,,,,,anonymous,EN,He could call the taxi company,He could send someone to retrieve the ring,He could chase the taxi,He could explain the situation to his sister,He could substitute the ring,8.942,91.453,91.775,3,100,100,100,100,100,100,80,100,100,70,100,70,10,0,20,He could move in with his father,He could hire people to come in to help out,He could move closer to his father in order to help,He could stop over numerous times to help his father,He could ask relatives to help out,0.959,8.823,91.063,2,90,100,100,70,100,100,90,100,90,90,100,100,50,95,50,Portion food so that it lasts,Let them eat one time per day,Make sure that everyone has eaten something with in a certain time frame,Make sure that people aren't wasting food,Make sure that food is being preserved so that it lasts,16.996,16.996,127.651,1,100,100,100,90,100,95,90,100,95,100,100,100,100,100,100,She could go back for help,She could move to a new spot and try to get a signal,She could try to conserve her water,She could try to see if she can see anyone else around,She could try to move some of the rocks in order for him to get his arm moved out,22.413,141.789,142.511,3,80,85,90,100,100,100,90,100,100,80,100,100,100,100,100,He could call another employee to come in.,He could put a closed sign on the door and lock up and leave.,He could call the police and have them do a wellness check on Jeff.,He could have a friend come in and watch the store until Jeff shows up.,He could call corporate and inform them of the issue and explain that he needs to leave and close down until Jeff arrives.,17.88,17.88,224.607,1,90,100,100,90,70,80,65,100,80,75,90,75,90,100,90,She could call 911 and report the issue,She could stop and help,She could keep going,She could try to get help by going off course,She could put the competitor on her sled and take them for help,16.152,113.04,113.939,2,100,100,100,100,100,100,80,0,20,90,100,100,50,100,100,,44,2,5,,5,6
9/28/2020 11:57,9/28/2020 12:16,0,,100,1140,1,9/28/2020 12:16,R_1EceEI7zXX1fZ0O,,,,,,,anonymous,EN,Tell his sister,Use a temporary ring from someone else,Call the taxi number,Ask for the ceremony to be delayed,Walk up without the ring,4.153,49.428,82.284,5,90,100,100,85,95,100,95,100,100,55,65,55,10,30,0,Just deal with living in the same apartment,Look for another apartment to live in together,Apply for financial assistance,Hire a cheap nurse to assist his father,Leave his father alone,0.812,71.268,87.78,5,90,100,100,95,100,100,60,100,100,55,45,55,5,0,0,Start rationing the food,Explain to the crew and passengers that help is arriving but may take a while,Tell passengers not to panic,Have passengers and crew list any medical issues to determine who may need food more,Don't tell the passengers or crew anything.,1.352,134.403,146.697,6,100,100,100,80,100,100,90,100,100,60,90,75,55,0,40,Leave Todd to get help,Stay with Todd and continue to try and pull his arm out.,Use a tourniquet and cut off the arm.,Walk around to try and get signal.,Wait until the sun goes down a bit more to continue trying and avoid heat exhaustion,1.248,74.404,131.838,8,100,100,100,65,95,85,20,55,15,70,55,70,25,35,20,He could call another employee to take over.,He could lock up the store and leave a note on the door.,He could leave a voice message explaining the situation to his boss.,He could someone at the court to see his options.,He could call his lawyer if he has one to see what can be done.,13.146,102.975,121.529,6,95,100,100,30,55,15,75,100,100,80,100,100,90,100,100,Stop and stay until help arrive,Call for help with a walkie or phone before continuing,Put him on her sled and get help,Attempt to wake him up so he can possibly continue,Ignore him completely and move on,1.925,99.249,113.94,10,95,100,100,45,55,60,90,100,100,55,60,60,20,0,0,,27,2,5,,5,8
9/28/2020 12:00,9/28/2020 12:16,0,,100,1006,1,9/28/2020 12:16,R_2E6nWhmerNj0ttP,,,,,,,anonymous,EN,He could call the taxi company to see if they found the ring.,He could double check that he didn't leave it somewhere else.,He could confess about loosing the ring and proceed without it.,He could rush to buy a replacement ring.,He could make a temporary ring and get the other one back at a later time.,8.445,84.709,85.878,4,100,100,100,96,100,100,75,91,91,20,79,21,50,50,51,Andy could murder his father.,Andy could abandon his father.,Andy could find another family member to take care of this father.,Andy could find a higher-paying job.,Andy could become a sex worker to pay for the retirement home.,4.046,86.161,100.582,2,0,0,0,6,0,0,93,94,100,60,100,100,14,100,16,Ahmed could ration out the food.,Ahmed could throw some people overboard so there is enough food.,Ahmed could tell the passengers to eat each other for food.,Ahmed could kill himself to avoid the problem.,Ahmed can feed only the people he likes.,19.208,73.635,109.975,4,100,100,100,4,0,0,0,0,0,0,0,0,0,0,0,Eva could walk until she has service and call for help.,Eva could give up and they could both die in the sun.,Eva could cut off Todd's arm so they can leave.,Eva could abandon Todd and head back to safety.,Eva could walk back to town to get help.,19.238,110.116,128.904,2,100,100,100,0,0,0,10,20,10,0,0,0,80,92,93,Jeff could call a coworker and have them cover his shift.,Jeff could lock up the store and go to his appointment.,Jeff could forget about his appointment and keep working.,Jeff could abandon the store and go to his appointment.,Jeff could quit his job and go to his appointment.,34.772,58.159,129.116,2,100,100,100,84,100,100,0,0,0,0,0,0,6,100,30,She could call for help and continue on.,She could stop and assist her competitior.,She could ignore the competitor and continue on.,She could load the competitor onto her sled and head back to town.,She could load the competitor onto her sled and continue the race.,5.245,5.245,109.24,1,100,100,100,91,100,100,40,19,39,70,100,88,32,72,32,,31,1,5,,5,9
9/28/2020 11:57,9/28/2020 12:17,0,,100,1230,1,9/28/2020 12:17,R_2X7jkcdz2ATsUtb,,,,,,,anonymous,EN,Call the taxi company,Explain the situation to his sister,Hunt down the taxi driver,Find a substitute,Pretend someone stole it,34.969,34.969,77.087,1,10,100,10,50,100,75,5,90,5,5,90,5,50,0,60,Find a new apartment,Buy a house,Take out a loan,Let his father fend for himself,Let his father stay in his apartment,43.059,43.059,153.985,1,50,100,100,10,100,25,10,90,20,0,0,0,30,90,40,Put the crew on restricted duty,Fix the engine,Create a rationing plan,Fish for additional food,Create a plan for the passengers to help,2.705,96.569,96.943,3,10,90,10,50,100,90,100,100,100,60,100,90,66,100,75,Cut off his arm,Leave him and continue the hike,Find a spot with service,Return to their vehicle,Stay with him,4.117,62.182,68.283,2,5,67,10,5,0,5,75,100,100,10,20,10,50,95,90,Close the store,Call his boss,Wait in the store,Walk out without closing the store,Call the court to reschedule,23.49,23.49,54.126,1,50,75,50,90,100,100,40,100,40,10,20,30,50,100,25,Call for help,Put the competitor on her sled,Check on him and move on,Give the competitor extra rations,Keep moving,285.387,316.099,323.64,2,90,100,100,50,100,40,50,67,100,30,85,30,50,40,75,,41,1,5,,6,5
