,vignette_name,generation_number,generation_time,response,reflection_score,id
45,Heinz,4,0,steal something to pay for it,0,YX5fuO4VpL3Et7bB
46,Heinz,5,0,don't get it,0,YX5fuO4VpL3Et7bB
47,Heinz,6,0,put it on your credit card,0,YX5fuO4VpL3Et7bB
48,Andy,1,0,move to a larger apartment,0,YX5fuO4VpL3Et7bB
49,Andy,2,0,ask the state for help,0,YX5fuO4VpL3Et7bB
50,Andy,3,0,leave him to fend for himself,0,YX5fuO4VpL3Et7bB
51,Andy,4,0,move into a home,0,YX5fuO4VpL3Et7bB
52,Andy,5,0,ask family to take him in,0,YX5fuO4VpL3Et7bB
53,Andy,6,0,ask family for money for a nursing home,0,YX5fuO4VpL3Et7bB
54,Brian,1,0,take the money from your own pocket,0,YX5fuO4VpL3Et7bB
55,Brian,2,0,quit your job,0,YX5fuO4VpL3Et7bB
56,Brian,3,0,blame a coworker,0,YX5fuO4VpL3Et7bB
57,Brian,4,0,blame your boss,0,YX5fuO4VpL3Et7bB
58,Brian,5,0,say someone stole it,0,YX5fuO4VpL3Et7bB
59,Brian,6,0,blame your staff,0,YX5fuO4VpL3Et7bB
60,Erica,1,0,Call police,0,m4tOn9dAFsOQ6DnK
61,Erica,2,0,Break window,0,m4tOn9dAFsOQ6DnK
62,Erica,3,0,Find owner,0,m4tOn9dAFsOQ6DnK
63,Erica,4,0,Distract dog,0,m4tOn9dAFsOQ6DnK
64,Erica,5,0,Jimmy the door,0,m4tOn9dAFsOQ6DnK
65,Erica,6,0,Ask for help,0,m4tOn9dAFsOQ6DnK
66,Andy,1,0,Throw out things,0,m4tOn9dAFsOQ6DnK
67,Andy,2,0,Get a storage,0,m4tOn9dAFsOQ6DnK
68,Andy,3,0,Bigger apt,0,m4tOn9dAFsOQ6DnK
69,Andy,4,0,Nursing home,0,m4tOn9dAFsOQ6DnK
70,Andy,5,0,Talk to relatives,0,m4tOn9dAFsOQ6DnK
71,Andy,6,0,Not care,0,m4tOn9dAFsOQ6DnK
72,Darya,1,0,Ask how he forgot,0,m4tOn9dAFsOQ6DnK
73,Darya,2,0,Offer to buy another,0,m4tOn9dAFsOQ6DnK
74,Darya,3,0,Not attend,0,m4tOn9dAFsOQ6DnK
75,Darya,4,0,Make him wait,0,m4tOn9dAFsOQ6DnK
76,Darya,5,0,Be angry,0,m4tOn9dAFsOQ6DnK
77,Darya,6,0,Go retrieve ticket,0,m4tOn9dAFsOQ6DnK
78,Mary,1,0,Call mom,0,m4tOn9dAFsOQ6DnK
79,Mary,2,0,Tell teacher,0,m4tOn9dAFsOQ6DnK
80,Mary,3,0,Ask if bring tomorrow,0,m4tOn9dAFsOQ6DnK
81,Mary,4,0,Ask if there's any makeup work,0,m4tOn9dAFsOQ6DnK
82,Mary,5,0,Put head down,0,m4tOn9dAFsOQ6DnK
83,Mary,6,0,Fail assignment,0,m4tOn9dAFsOQ6DnK
84,Brian,1,0,Recount,0,m4tOn9dAFsOQ6DnK
85,Brian,2,0,Take from my own money,0,m4tOn9dAFsOQ6DnK
86,Brian,3,0,Tell boss,0,m4tOn9dAFsOQ6DnK
87,Brian,4,0,Nothing,0,m4tOn9dAFsOQ6DnK
88,Brian,5,0,Pretend not to notice,0,m4tOn9dAFsOQ6DnK
89,Brian,6,0,Lie,0,m4tOn9dAFsOQ6DnK
90,Cameron,1,0,Tell her no,0,m4tOn9dAFsOQ6DnK
91,Cameron,2,0,Give her a ride,0,m4tOn9dAFsOQ6DnK
92,Cameron,3,0,Advise about other means of traveling,0,m4tOn9dAFsOQ6DnK
93,Cameron,4,0,Offer to buy bus ticket,0,m4tOn9dAFsOQ6DnK
94,Cameron,5,0,Call her a cab,0,m4tOn9dAFsOQ6DnK
95,Cameron,6,0,Ignore her,0,m4tOn9dAFsOQ6DnK
96,Jeff,1,0,Pray he arrives in time,0,m4tOn9dAFsOQ6DnK
97,Jeff,2,0,Think about consequences,0,m4tOn9dAFsOQ6DnK
98,Jeff,3,0,Call him,0,m4tOn9dAFsOQ6DnK
99,Jeff,4,0,Text him,0,m4tOn9dAFsOQ6DnK
100,Jeff,5,0,See if I can come later,0,m4tOn9dAFsOQ6DnK
101,Jeff,6,0,Call appointment and cancel,0,m4tOn9dAFsOQ6DnK
102,Heinz,1,0,Pawn stuff,0,m4tOn9dAFsOQ6DnK
103,Heinz,2,0,Borrow money,0,m4tOn9dAFsOQ6DnK
104,Heinz,3,0,Play lotto,0,m4tOn9dAFsOQ6DnK
105,Heinz,4,0,Dip into savings,0,m4tOn9dAFsOQ6DnK
106,Heinz,5,0,Charge to credit card,0,m4tOn9dAFsOQ6DnK
107,Heinz,6,0,Ask if they have any change,0,m4tOn9dAFsOQ6DnK
108,Eva,1,0,Go get help,0,m4tOn9dAFsOQ6DnK
109,Eva,2,0,Find cell reception,0,m4tOn9dAFsOQ6DnK
110,Eva,3,0,Look for ranger,0,m4tOn9dAFsOQ6DnK
111,Eva,4,0,Yell for help,0,m4tOn9dAFsOQ6DnK
112,Eva,5,0,Keep trying,0,m4tOn9dAFsOQ6DnK
113,Eva,6,0,Calm down,0,m4tOn9dAFsOQ6DnK
114,Daniel,1,0,Call taxi back,0,m4tOn9dAFsOQ6DnK
115,Daniel,2,0,Tell the couple,0,m4tOn9dAFsOQ6DnK
116,Daniel,3,0,Not show,0,m4tOn9dAFsOQ6DnK
117,Daniel,4,0,Pretend to not know,0,m4tOn9dAFsOQ6DnK
118,Daniel,5,0,Put your ring there,0,m4tOn9dAFsOQ6DnK
119,Daniel,6,0,Borrow ring,0,m4tOn9dAFsOQ6DnK
120,Cameron,1,0,Say no.,0,8GWOts2Sd8BuTO7b
121,Cameron,2,0,"Ask her why, and politely refuse by lying about going the other way.",0,8GWOts2Sd8BuTO7b
122,Cameron,3,0,Ask if she has gas money.,0,8GWOts2Sd8BuTO7b
123,Cameron,4,0,Ignore her completely.,0,8GWOts2Sd8BuTO7b
124,Cameron,5,0,Offer her a phone call.,0,8GWOts2Sd8BuTO7b
125,Cameron,6,0,Wait with her until someone comes to get her.,0,8GWOts2Sd8BuTO7b
126,Erica,1,0,Shake the car so the alarm goes off.,0,8GWOts2Sd8BuTO7b
127,Erica,2,0,Yell for help.,0,8GWOts2Sd8BuTO7b
128,Erica,3,0,Call 911 emergency services.,0,8GWOts2Sd8BuTO7b
129,Erica,4,0,Break the window.,0,8GWOts2Sd8BuTO7b
130,Erica,5,0,Go to my car and honk a lot.,0,8GWOts2Sd8BuTO7b
131,Erica,6,0,Do burnouts with my car so smoke is generated and people see and come back to the car.,0,8GWOts2Sd8BuTO7b
132,Jeff,1,0,Leave and just go to court.,0,8GWOts2Sd8BuTO7b
133,Jeff,2,0,Call any known family members to see if the boss is okay.,0,8GWOts2Sd8BuTO7b
134,Jeff,3,0,Close the store.,0,8GWOts2Sd8BuTO7b
135,Jeff,4,0,Call the police and ask for assistance as they may have more contact information.,0,8GWOts2Sd8BuTO7b
136,Jeff,5,0,Call secondary phones on paperwork.,0,8GWOts2Sd8BuTO7b
137,Jeff,6,0,Call a friend to fill in for me at the store.,0,8GWOts2Sd8BuTO7b
138,Andy,1,0,Ask other family members for help.,0,8GWOts2Sd8BuTO7b
139,Andy,2,0,Start a go fund me.,0,8GWOts2Sd8BuTO7b
140,Andy,3,0,Beg rich people online on twitter and instagram for money.,0,8GWOts2Sd8BuTO7b
141,Andy,4,0,Make a website and advertise it on posters everywhere.,0,8GWOts2Sd8BuTO7b
142,Andy,5,0,Stand in front of the retirement home trying to share my story and get help.,0,8GWOts2Sd8BuTO7b
143,Andy,6,0,Work extra jobs to save money to pay for my father.,0,8GWOts2Sd8BuTO7b
144,Darya,1,0,Give Ted my ticket.,0,8GWOts2Sd8BuTO7b
145,Darya,2,0,Record the concert for him to see later.,0,8GWOts2Sd8BuTO7b
146,Darya,3,0,Stream the concert live for him on the phone.,0,8GWOts2Sd8BuTO7b
147,Darya,4,0,Try to sneak him in.,0,8GWOts2Sd8BuTO7b
148,Darya,5,0,Offer to buy someone elses ticket for him.,0,8GWOts2Sd8BuTO7b
149,Darya,6,0,Apologize to him and go see the show.,0,8GWOts2Sd8BuTO7b
150,Daniel,1,0,Call the taxi company immediately.,0,8GWOts2Sd8BuTO7b
151,Daniel,2,0,Tell my sister.,0,8GWOts2Sd8BuTO7b
152,Daniel,3,0,Apologize to everyone at the wedding and leave.,0,8GWOts2Sd8BuTO7b
153,Daniel,4,0,Get a replacement ring.,0,8GWOts2Sd8BuTO7b
154,Daniel,5,0,Delay the wedding somehow.,0,8GWOts2Sd8BuTO7b
155,Daniel,6,0,Call 911 and see if there is anyway the police can deal with the taxi company faster.,0,8GWOts2Sd8BuTO7b
156,Eva,1,0,Stop trying to get her arm out and think about what to do.,0,8GWOts2Sd8BuTO7b
157,Eva,2,0,Look for a nearby water source.,0,8GWOts2Sd8BuTO7b
158,Eva,3,0,Walk to try and get signal.,0,8GWOts2Sd8BuTO7b
159,Eva,4,0,Ditch my friend.,0,8GWOts2Sd8BuTO7b
160,Eva,5,0,Pull her arm out even if it hurts her.,0,8GWOts2Sd8BuTO7b
161,Eva,6,0,Scream as loud as I can for help.,0,8GWOts2Sd8BuTO7b
162,Brian,1,0,Alert the manager immediately.,0,8GWOts2Sd8BuTO7b
163,Brian,2,0,Try to look at the security footage.,0,8GWOts2Sd8BuTO7b
164,Brian,3,0,Pay out of my pocket.,0,8GWOts2Sd8BuTO7b
165,Brian,4,0,Explain to the workers and try to split the difference.,0,8GWOts2Sd8BuTO7b
166,Brian,5,0,"Be accountable, apologize, and take all responsibility.",0,8GWOts2Sd8BuTO7b
167,Brian,6,0,Blame someone else.,0,8GWOts2Sd8BuTO7b
168,Mary,1,0,Pretend to get sick.,0,8GWOts2Sd8BuTO7b
169,Mary,2,0,Tell the teacher the truth.,0,8GWOts2Sd8BuTO7b
170,Mary,3,0,Try to copy someones homework before class.,0,8GWOts2Sd8BuTO7b
171,Mary,4,0,Pay someone for their work.,0,8GWOts2Sd8BuTO7b
172,Mary,5,0,Ask the teacher if you can make up the work.,0,8GWOts2Sd8BuTO7b
173,Mary,6,0,Don't go to class.,0,8GWOts2Sd8BuTO7b
174,Heinz,1,0,Start a gofundme campaign.,0,8GWOts2Sd8BuTO7b
175,Heinz,2,0,Ask relatives for help.,0,8GWOts2Sd8BuTO7b
176,Heinz,3,0,Contact well known rich influencers online and ask for help publicizing my story.,0,8GWOts2Sd8BuTO7b
177,Heinz,4,0,Create flyers and posters putting them on places.,0,8GWOts2Sd8BuTO7b
178,Heinz,5,0,Work overtime to make more money and try to pay.,0,8GWOts2Sd8BuTO7b
179,Heinz,6,0,Borrow money or take a loan.,0,8GWOts2Sd8BuTO7b
180,Erica,1,0,Call animal people,0,aofuyLYWrXlcsbdV
181,Erica,2,0,Break the window,0,aofuyLYWrXlcsbdV
182,Erica,3,0,Call police,0,aofuyLYWrXlcsbdV
183,Erica,4,0,Go in and find mall manager,0,aofuyLYWrXlcsbdV
184,Erica,5,0,Find mall security,0,aofuyLYWrXlcsbdV
185,Erica,6,0,See if door is open,0,aofuyLYWrXlcsbdV
186,Mary,1,0,Tell the teacher what happened.,0,aofuyLYWrXlcsbdV
187,Mary,2,0,Call mom and see if she'll drop it off.,0,aofuyLYWrXlcsbdV
188,Mary,3,0,Try to recreate paper quickly.,0,aofuyLYWrXlcsbdV
189,Mary,4,0,Ask teacher for an extension,0,aofuyLYWrXlcsbdV
190,Mary,5,0,Don't go to class,0,aofuyLYWrXlcsbdV
191,Mary,6,0,Fake an illness,0,aofuyLYWrXlcsbdV
192,Cameron,1,0,Give her a ride,0,aofuyLYWrXlcsbdV
193,Cameron,2,0,reccomend a taxi,0,aofuyLYWrXlcsbdV
194,Cameron,3,0,Ask people nearby if they're goin in that direction,0,aofuyLYWrXlcsbdV
195,Cameron,4,0,Say no,0,aofuyLYWrXlcsbdV
196,Cameron,5,0,Give her money for a bus,0,aofuyLYWrXlcsbdV
197,Cameron,6,0,Go a different route home,0,aofuyLYWrXlcsbdV
198,Daniel,1,0,Tell sister,0,aofuyLYWrXlcsbdV
199,Daniel,2,0,Call taxi place,0,aofuyLYWrXlcsbdV
200,Daniel,3,0,Try and find another ring for temporary use,0,aofuyLYWrXlcsbdV
201,Daniel,4,0,Postpone wedding until ring is found,0,aofuyLYWrXlcsbdV
202,Daniel,5,0,Replace ring,0,aofuyLYWrXlcsbdV
203,Daniel,6,0,Lie,0,aofuyLYWrXlcsbdV
204,Eva,1,0,Cut her arm off,0,aofuyLYWrXlcsbdV
205,Eva,2,0,Go alone so you can get her help,0,aofuyLYWrXlcsbdV
206,Eva,3,0,Try to pry arm with device,0,aofuyLYWrXlcsbdV
207,Eva,4,0,Find water and stay with friend,0,aofuyLYWrXlcsbdV
208,Eva,5,0,Walk around and try different places for reception,0,aofuyLYWrXlcsbdV
209,Eva,6,0,Tell friend you will have to leave her to go find help,0,aofuyLYWrXlcsbdV
210,Jeff,1,0,Close down store,0,aofuyLYWrXlcsbdV
211,Jeff,2,0,Call other employees,0,aofuyLYWrXlcsbdV
212,Jeff,3,0,Stay and call court and reschedule,0,aofuyLYWrXlcsbdV
213,Jeff,4,0,Leave and hope boss shows up soon,0,aofuyLYWrXlcsbdV
214,Jeff,5,0,Wait until boss shows up and go in late to court,0,aofuyLYWrXlcsbdV
215,Jeff,6,0,Find a friend that is willing to take spot for a few dollars,0,aofuyLYWrXlcsbdV
216,Brian,1,0,Try and figure out where money went,0,aofuyLYWrXlcsbdV
217,Brian,2,0,Lie,0,aofuyLYWrXlcsbdV
218,Brian,3,0,Place money in drawer to cover it.,0,aofuyLYWrXlcsbdV
219,Brian,4,0,Recount the money.,0,aofuyLYWrXlcsbdV
220,Brian,5,0,Use cameras to try and figure out what happened,0,aofuyLYWrXlcsbdV
221,Brian,6,0,Tell boss and do overtime.,0,aofuyLYWrXlcsbdV
222,Heinz,1,0,Try and find a coupon,0,aofuyLYWrXlcsbdV
223,Heinz,2,0,Make a go fund me,0,aofuyLYWrXlcsbdV
224,Heinz,3,0,Ask pharmacy if they have an IOU,0,aofuyLYWrXlcsbdV
225,Heinz,4,0,Ask for help from family,0,aofuyLYWrXlcsbdV
226,Heinz,5,0,Ask if there is a cheaper version,0,aofuyLYWrXlcsbdV
227,Heinz,6,0,Do some quick gigs to get the money.,0,aofuyLYWrXlcsbdV
228,Darya,1,0,Buy another ticket,0,aofuyLYWrXlcsbdV
229,Darya,2,0,Make Ted buy another ticket,0,aofuyLYWrXlcsbdV
230,Darya,3,0,Go back home and be late to concert,0,aofuyLYWrXlcsbdV
231,Darya,4,0,See if anyone has a chep ticket for sale,0,aofuyLYWrXlcsbdV
232,Darya,5,0,Sneak him in,0,aofuyLYWrXlcsbdV
233,Darya,6,0,Tell ticket booth what happened and see if they can look it up.,0,aofuyLYWrXlcsbdV
234,Andy,1,0,Move into his house.,0,aofuyLYWrXlcsbdV
235,Andy,2,0,Find someone that is willing to live with father and help him out.,0,aofuyLYWrXlcsbdV
236,Andy,3,0,Move him in apartment for time being.,0,aofuyLYWrXlcsbdV
237,Andy,4,0,Try to find money for retirement home.,0,aofuyLYWrXlcsbdV
238,Andy,5,0,Create gofund me for retirement home.,0,aofuyLYWrXlcsbdV
239,Andy,6,0,Create gofund me for bigger home for the two of you.,0,aofuyLYWrXlcsbdV
240,Jeff,1,0,Call another worker to come fill in.,0,IaQyFg57hlOVk2UE
241,Jeff,2,0,Call the court and say I can't attend.,0,IaQyFg57hlOVk2UE
242,Jeff,3,0,Leave and lock the door.,0,IaQyFg57hlOVk2UE
243,Jeff,4,0,Leave and don't lock the door.,0,IaQyFg57hlOVk2UE
244,Jeff,5,0,Call a friend and ask them to come in and help me out.,0,IaQyFg57hlOVk2UE
245,Erica,1,0,break one of the windows,0,YX5fuO4VpL3Et7bB
246,Erica,2,0,call the police,0,YX5fuO4VpL3Et7bB
247,Erica,3,0,alert mall security,0,YX5fuO4VpL3Et7bB
248,Erica,4,0,ask a stranger for help,0,YX5fuO4VpL3Et7bB
249,Erica,5,0,call 911,0,YX5fuO4VpL3Et7bB
250,Erica,6,0,flag someone for help,0,YX5fuO4VpL3Et7bB
251,Daniel,1,0,call the taxi service,0,YX5fuO4VpL3Et7bB
252,Daniel,2,0,call the police,0,YX5fuO4VpL3Et7bB
253,Daniel,3,0,tell your sister the bad news,0,YX5fuO4VpL3Et7bB
254,Daniel,4,0,ask if someone has a ring you could borrow,0,YX5fuO4VpL3Et7bB
255,Daniel,5,0,call 911,0,YX5fuO4VpL3Et7bB
256,Daniel,6,0,cry,0,YX5fuO4VpL3Et7bB
257,Eva,1,0,leave to get help,0,YX5fuO4VpL3Et7bB
258,Eva,2,0,leave to try and get a better phone signal,0,YX5fuO4VpL3Et7bB
259,Eva,3,0,try and find water,0,YX5fuO4VpL3Et7bB
260,Eva,4,0,try and find a stranger to help you,0,YX5fuO4VpL3Et7bB
261,Eva,5,0,leave your friend to die,0,YX5fuO4VpL3Et7bB
262,Eva,6,0,die with your friend from dehydration,0,YX5fuO4VpL3Et7bB
263,Mary,1,0,tell your teacher what happened,0,YX5fuO4VpL3Et7bB
264,Mary,2,0,blame your mom,0,YX5fuO4VpL3Et7bB
265,Mary,3,0,call your mom and ask her to bring it to you,0,YX5fuO4VpL3Et7bB
266,Mary,4,0,tell your teacher the dog ate it,0,YX5fuO4VpL3Et7bB
267,Mary,5,0,lie to teacher and say your mom lost it,0,YX5fuO4VpL3Et7bB
268,Mary,6,0,offer to turn it in tommorrow,0,YX5fuO4VpL3Et7bB
269,Darya,1,0,leave Ted by himself and go to the concert,0,YX5fuO4VpL3Et7bB
270,Darya,2,0,offer to skip the concert and go somewhere else with Ted,0,YX5fuO4VpL3Et7bB
271,Darya,3,0,Offer to give Ted your ticket,0,YX5fuO4VpL3Et7bB
272,Darya,4,0,tell Ted he should have been more responsible,0,YX5fuO4VpL3Et7bB
273,Darya,5,0,make fun of Ted's situation,0,YX5fuO4VpL3Et7bB
274,Darya,6,0,tell Ted to just go home,0,YX5fuO4VpL3Et7bB
275,Jeff,1,0,call your boss again,0,YX5fuO4VpL3Et7bB
276,Jeff,2,0,ask a coworker to take over,0,YX5fuO4VpL3Et7bB
277,Jeff,3,0,call the court and tell them you will be late,0,YX5fuO4VpL3Et7bB
278,Jeff,4,0,call the court and tell them you are sick,0,YX5fuO4VpL3Et7bB
279,Jeff,5,0,quit your job,0,YX5fuO4VpL3Et7bB
280,Jeff,6,0,tell the boss you are closing the store and leaving,0,YX5fuO4VpL3Et7bB
281,Cameron,1,0,tell her sorry but you can't,0,YX5fuO4VpL3Et7bB
282,Cameron,2,0,tell about a nearby bus stop,0,YX5fuO4VpL3Et7bB
283,Cameron,3,0,offer to call her a cab,0,YX5fuO4VpL3Et7bB
284,Cameron,4,0,tell her you are goin in a different direction,0,YX5fuO4VpL3Et7bB
285,Cameron,5,0,laugh at her situation,0,YX5fuO4VpL3Et7bB
286,Cameron,6,0,ignore her,0,YX5fuO4VpL3Et7bB
287,Heinz,1,0,ask friends and family for money,0,YX5fuO4VpL3Et7bB
288,Heinz,2,0,go into your retirement fund,0,YX5fuO4VpL3Et7bB
289,Heinz,3,0,get a loan,0,YX5fuO4VpL3Et7bB
290,Heinz,4,0,steal something to pay for it,0,YX5fuO4VpL3Et7bB
291,Heinz,5,0,don't get it,0,YX5fuO4VpL3Et7bB
292,Heinz,6,0,put it on your credit card,0,YX5fuO4VpL3Et7bB
293,Andy,1,0,move to a larger apartment,0,YX5fuO4VpL3Et7bB
294,Andy,2,0,ask the state for help,0,YX5fuO4VpL3Et7bB
295,Andy,3,0,leave him to fend for himself,0,YX5fuO4VpL3Et7bB
296,Andy,4,0,move into a home,0,YX5fuO4VpL3Et7bB
297,Andy,5,0,ask family to take him in,0,YX5fuO4VpL3Et7bB
298,Andy,6,0,ask family for money for a nursing home,0,YX5fuO4VpL3Et7bB
299,Brian,1,0,take the money from your own pocket,0,YX5fuO4VpL3Et7bB
300,Brian,2,0,quit your job,0,YX5fuO4VpL3Et7bB
301,Brian,3,0,blame a coworker,0,YX5fuO4VpL3Et7bB
302,Brian,4,0,blame your boss,0,YX5fuO4VpL3Et7bB
303,Brian,5,0,say someone stole it,0,YX5fuO4VpL3Et7bB
304,Brian,6,0,blame your staff,0,YX5fuO4VpL3Et7bB
305,Erica,1,0,Call police,0,m4tOn9dAFsOQ6DnK
306,Erica,2,0,Break window,0,m4tOn9dAFsOQ6DnK
307,Erica,3,0,Find owner,0,m4tOn9dAFsOQ6DnK
308,Erica,4,0,Distract dog,0,m4tOn9dAFsOQ6DnK
309,Erica,5,0,Jimmy the door,0,m4tOn9dAFsOQ6DnK
310,Erica,6,0,Ask for help,0,m4tOn9dAFsOQ6DnK
311,Andy,1,0,Throw out things,0,m4tOn9dAFsOQ6DnK
312,Andy,2,0,Get a storage,0,m4tOn9dAFsOQ6DnK
313,Andy,3,0,Bigger apt,0,m4tOn9dAFsOQ6DnK
314,Andy,4,0,Nursing home,0,m4tOn9dAFsOQ6DnK
315,Andy,5,0,Talk to relatives,0,m4tOn9dAFsOQ6DnK
316,Andy,6,0,Not care,0,m4tOn9dAFsOQ6DnK
317,Darya,1,0,Ask how he forgot,0,m4tOn9dAFsOQ6DnK
318,Darya,2,0,Offer to buy another,0,m4tOn9dAFsOQ6DnK
319,Darya,3,0,Not attend,0,m4tOn9dAFsOQ6DnK
320,Darya,4,0,Make him wait,0,m4tOn9dAFsOQ6DnK
321,Darya,5,0,Be angry,0,m4tOn9dAFsOQ6DnK
322,Darya,6,0,Go retrieve ticket,0,m4tOn9dAFsOQ6DnK
323,Mary,1,0,Call mom,0,m4tOn9dAFsOQ6DnK
324,Mary,2,0,Tell teacher,0,m4tOn9dAFsOQ6DnK
325,Mary,3,0,Ask if bring tomorrow,0,m4tOn9dAFsOQ6DnK
326,Mary,4,0,Ask if there's any makeup work,0,m4tOn9dAFsOQ6DnK
327,Mary,5,0,Put head down,0,m4tOn9dAFsOQ6DnK
328,Mary,6,0,Fail assignment,0,m4tOn9dAFsOQ6DnK
329,Brian,1,0,Recount,0,m4tOn9dAFsOQ6DnK
330,Brian,2,0,Take from my own money,0,m4tOn9dAFsOQ6DnK
331,Brian,3,0,Tell boss,0,m4tOn9dAFsOQ6DnK
332,Brian,4,0,Nothing,0,m4tOn9dAFsOQ6DnK
333,Brian,5,0,Pretend not to notice,0,m4tOn9dAFsOQ6DnK
334,Brian,6,0,Lie,0,m4tOn9dAFsOQ6DnK
335,Cameron,1,0,Tell her no,0,m4tOn9dAFsOQ6DnK
336,Cameron,2,0,Give her a ride,0,m4tOn9dAFsOQ6DnK
337,Cameron,3,0,Advise about other means of traveling,0,m4tOn9dAFsOQ6DnK
338,Cameron,4,0,Offer to buy bus ticket,0,m4tOn9dAFsOQ6DnK
339,Cameron,5,0,Call her a cab,0,m4tOn9dAFsOQ6DnK
340,Cameron,6,0,Ignore her,0,m4tOn9dAFsOQ6DnK
341,Jeff,1,0,Pray he arrives in time,0,m4tOn9dAFsOQ6DnK
342,Jeff,2,0,Think about consequences,0,m4tOn9dAFsOQ6DnK
343,Jeff,3,0,Call him,0,m4tOn9dAFsOQ6DnK
344,Jeff,4,0,Text him,0,m4tOn9dAFsOQ6DnK
345,Jeff,5,0,See if I can come later,0,m4tOn9dAFsOQ6DnK
346,Jeff,6,0,Call appointment and cancel,0,m4tOn9dAFsOQ6DnK
347,Heinz,1,0,Pawn stuff,0,m4tOn9dAFsOQ6DnK
348,Heinz,2,0,Borrow money,0,m4tOn9dAFsOQ6DnK
349,Heinz,3,0,Play lotto,0,m4tOn9dAFsOQ6DnK
350,Heinz,4,0,Dip into savings,0,m4tOn9dAFsOQ6DnK
351,Heinz,5,0,Charge to credit card,0,m4tOn9dAFsOQ6DnK
352,Heinz,6,0,Ask if they have any change,0,m4tOn9dAFsOQ6DnK
353,Eva,1,0,Go get help,0,m4tOn9dAFsOQ6DnK
354,Eva,2,0,Find cell reception,0,m4tOn9dAFsOQ6DnK
355,Eva,3,0,Look for ranger,0,m4tOn9dAFsOQ6DnK
356,Eva,4,0,Yell for help,0,m4tOn9dAFsOQ6DnK
357,Eva,5,0,Keep trying,0,m4tOn9dAFsOQ6DnK
